gr21.tsp 5 21 200 0.1 0.9 OX SWP TUR ECH NCH 1000 0 2707 No optimal path
totalCost;error;time;PopulationNumber;pm;pk;cross;mutate;select;success;stop;stopCounter;optimalPathSize;maxErrorRatio
2982;10.1662;0;200;0.3;0.7;OX;SWP;DUE;FCH;GEN;1000;2707;0
3267;20.7093;0;200;0.3;0.7;PMX;SWP;DUE;FCH;GEN;1000;2707;0
2868;5.96971;0;200;0.3;0.7;OX;SWP;DUE;ECH;NCH;1000;2707;0
3147;16.2615;1;200;0.3;0.7;PMX;SWP;DUE;ECH;NCH;1000;2707;0
2930;8.2379;0;200;0.3;0.7;OX;SWP;DUE;ECH;GEN;1000;2707;0
3185;17.6579;0;200;0.3;0.7;PMX;SWP;DUE;ECH;GEN;1000;2707;0
2933;8.37089;2;200;0.3;0.7;OX;SWP;TUR;FCH;NCH;1000;2707;0
3330;23.0218;2;200;0.3;0.7;PMX;SWP;TUR;FCH;NCH;1000;2707;0
3236;19.5493;0;200;0.3;0.7;OX;SWP;TUR;FCH;GEN;1000;2707;0
3112;14.9834;0;200;0.3;0.7;PMX;SWP;TUR;FCH;GEN;1000;2707;0
3135;15.8182;3;200;0.3;0.7;OX;SWP;TUR;ECH;NCH;1000;2707;0
3200;18.212;3;200;0.3;0.7;PMX;SWP;TUR;ECH;NCH;1000;2707;0
3245;19.8892;0;200;0.3;0.7;OX;SWP;TUR;ECH;GEN;1000;2707;0
3305;22.1204;0;200;0.3;0.7;PMX;SWP;TUR;ECH;GEN;1000;2707;0
2765;2.14998;0;200;0.3;0.9;OX;SWP;DUE;FCH;NCH;1000;2707;0
3150;16.3871;0;200;0.3;0.9;PMX;SWP;DUE;FCH;NCH;1000;2707;0
2884;6.56077;0;200;0.3;0.9;OX;SWP;DUE;FCH;GEN;1000;2707;0
3170;17.1334;0;200;0.3;0.9;PMX;SWP;DUE;FCH;GEN;1000;2707;0
2889;6.75286;0;200;0.3;0.9;OX;SWP;DUE;ECH;NCH;1000;2707;0
3095;14.3628;0;200;0.3;0.9;PMX;SWP;DUE;ECH;NCH;1000;2707;0
2939;8.57037;0;200;0.3;0.9;OX;SWP;DUE;ECH;GEN;1000;2707;0
3099;14.5105;0;200;0.3;0.9;PMX;SWP;DUE;ECH;GEN;1000;2707;0
2803;3.56114;0;200;0.3;0.9;OX;SWP;TUR;FCH;NCH;1000;2707;0
3201;18.2785;2;200;0.3;0.9;PMX;SWP;TUR;FCH;NCH;1000;2707;0
2885;6.59032;0;200;0.3;0.9;OX;SWP;TUR;FCH;GEN;1000;2707;0
3251;20.1108;0;200;0.3;0.9;PMX;SWP;TUR;FCH;GEN;1000;2707;0
3015;11.3853;2;200;0.3;0.9;OX;SWP;TUR;ECH;NCH;1000;2707;0
3220;18.9583;2;200;0.3;0.9;PMX;SWP;TUR;ECH;NCH;1000;2707;0
2981;10.1515;0;200;0.3;0.9;OX;SWP;TUR;ECH;GEN;1000;2707;0
3279;21.1452;0;200;0.3;0.9;PMX;SWP;TUR;ECH;GEN;1000;2707;0
