ftv33.atsp.txt 5 44 200 0.1 0.9 OX SWP TUR ECH NCH 1000 0 1286 No optimal path
totalCost;error;time;PopulationNumber;pm;pk;cross;mutate;select;success;stop;stopCounter;optimalPathSize;maxErrorRatio
1366;	6.22084;	0;100;0.1;0.7;OX;SWP;DUE;FCH;NCH;1000;1286;0
1454;	13.0638;	0;100;0.1;0.7;OX;SWP;DUE;FCH;NCH;1000;1286;0
1485;	15.4743;	0;100;0.1;0.7;OX;SWP;DUE;FCH;NCH;1000;1286;0
1582;	23.0171;	0;100;0.1;0.7;OX;SWP;DUE;FCH;NCH;1000;1286;0
1647;	28.0715;	0;100;0.1;0.7;OX;SWP;DUE;FCH;NCH;1000;1286;0
1807;	40.5132;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;NCH;1000;1286;0
1833;	42.535;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;NCH;1000;1286;0
1908;	48.367;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;NCH;1000;1286;0
1572;	22.2395;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;NCH;1000;1286;0
1713;	33.2037;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;NCH;1000;1286;0
1497;	16.4075;	0;100;0.1;0.7;OX;SWP;DUE;FCH;GEN;1000;1286;0
1658;	28.9269;	0;100;0.1;0.7;OX;SWP;DUE;FCH;GEN;1000;1286;0
1874;	45.7232;	0;100;0.1;0.7;OX;SWP;DUE;FCH;GEN;1000;1286;0
1799;	39.8911;	0;100;0.1;0.7;OX;SWP;DUE;FCH;GEN;1000;1286;0
1589;	23.5614;	0;100;0.1;0.7;OX;SWP;DUE;FCH;GEN;1000;1286;0
1653;	28.5381;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;GEN;1000;1286;0
1951;	51.7107;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;GEN;1000;1286;0
2090;	62.5194;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;GEN;1000;1286;0
1826;	41.9907;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;GEN;1000;1286;0
2108;	63.9191;	0;100;0.1;0.7;PMX;SWP;DUE;FCH;GEN;1000;1286;0
1700;	32.1928;	1;100;0.1;0.7;OX;SWP;DUE;ECH;NCH;1000;1286;0
1555;	20.9176;	0;100;0.1;0.7;OX;SWP;DUE;ECH;NCH;1000;1286;0
1604;	24.7278;	0;100;0.1;0.7;OX;SWP;DUE;ECH;NCH;1000;1286;0
1522;	18.3515;	1;100;0.1;0.7;OX;SWP;DUE;ECH;NCH;1000;1286;0
1580;	22.8616;	1;100;0.1;0.7;OX;SWP;DUE;ECH;NCH;1000;1286;0
1642;	27.6827;	1;100;0.1;0.7;PMX;SWP;DUE;ECH;NCH;1000;1286;0
1886;	46.6563;	1;100;0.1;0.7;PMX;SWP;DUE;ECH;NCH;1000;1286;0
1744;	35.6143;	1;100;0.1;0.7;PMX;SWP;DUE;ECH;NCH;1000;1286;0
1725;	34.1369;	0;100;0.1;0.7;PMX;SWP;DUE;ECH;NCH;1000;1286;0
1964;	52.7216;	0;100;0.1;0.7;PMX;SWP;DUE;ECH;NCH;1000;1286;0
1655;	28.6936;	0;100;0.1;0.7;OX;SWP;DUE;ECH;GEN;1000;1286;0
1688;	31.2597;	0;100;0.1;0.7;OX;SWP;DUE;ECH;GEN;1000;1286;0
1593;	23.8725;	0;100;0.1;0.7;OX;SWP;DUE;ECH;GEN;1000;1286;0
1805;	40.3577;	0;100;0.1;0.7;OX;SWP;DUE;ECH;GEN;1000;1286;0
1612;	25.3499;	0;100;0.1;0.7;OX;SWP;DUE;ECH;GEN;1000;1286;0
1915;	48.9114;	0;100;0.1;0.7;PMX;SWP;DUE;ECH;GEN;1000;1286;0
1870;	45.4121;	0;100;0.1;0.7;PMX;SWP;DUE;ECH;GEN;1000;1286;0
1922;	49.4557;	0;100;0.1;0.7;PMX;SWP;DUE;ECH;GEN;1000;1286;0
1761;	36.9362;	0;100;0.1;0.7;PMX;SWP;DUE;ECH;GEN;1000;1286;0
1817;	41.2908;	0;100;0.1;0.7;PMX;SWP;DUE;ECH;GEN;1000;1286;0
1516;	17.8849;	1;100;0.1;0.7;OX;SWP;TUR;FCH;NCH;1000;1286;0
1728;	34.3701;	1;100;0.1;0.7;OX;SWP;TUR;FCH;NCH;1000;1286;0
1830;	42.3017;	1;100;0.1;0.7;OX;SWP;TUR;FCH;NCH;1000;1286;0
1766;	37.325;	1;100;0.1;0.7;OX;SWP;TUR;FCH;NCH;1000;1286;0
1640;	27.5272;	1;100;0.1;0.7;OX;SWP;TUR;FCH;NCH;1000;1286;0
1722;	33.9036;	1;100;0.1;0.7;PMX;SWP;TUR;FCH;NCH;1000;1286;0
1716;	33.437;	1;100;0.1;0.7;PMX;SWP;TUR;FCH;NCH;1000;1286;0
1823;	41.7574;	1;100;0.1;0.7;PMX;SWP;TUR;FCH;NCH;1000;1286;0
1970;	53.1882;	1;100;0.1;0.7;PMX;SWP;TUR;FCH;NCH;1000;1286;0
1809;	40.6687;	1;100;0.1;0.7;PMX;SWP;TUR;FCH;NCH;1000;1286;0
1614;	25.5054;	0;100;0.1;0.7;OX;SWP;TUR;FCH;GEN;1000;1286;0
1773;	37.8694;	0;100;0.1;0.7;OX;SWP;TUR;FCH;GEN;1000;1286;0
1695;	31.804;	0;100;0.1;0.7;OX;SWP;TUR;FCH;GEN;1000;1286;0
1715;	33.3593;	0;100;0.1;0.7;OX;SWP;TUR;FCH;GEN;1000;1286;0
