ftv33.atsp.txt 5 44 200 0.1 0.9 OX SWP TUR ECH NCH 1000 0 1286 No optimal path
totalCost;error;time;PopulationNumber;pm;pk;cross;mutate;select;success;stop;stopCounter;optimalPathSize;maxErrorRatio
1510;17.4806;0;200;0.3;0.7;OX;SWP;DUE;FCH;GEN;1000;1286;0
1871;45.5521;0;200;0.3;0.7;PMX;SWP;DUE;FCH;GEN;1000;1286;0
1520;18.196;1;200;0.3;0.7;OX;SWP;DUE;ECH;NCH;1000;1286;0
1704;32.5661;2;200;0.3;0.7;PMX;SWP;DUE;ECH;NCH;1000;1286;0
1616;25.6765;0;200;0.3;0.7;OX;SWP;DUE;ECH;GEN;1000;1286;0
1828;42.1617;0;200;0.3;0.7;PMX;SWP;DUE;ECH;GEN;1000;1286;0
1691;31.5086;4;200;0.3;0.7;OX;SWP;TUR;FCH;NCH;1000;1286;0
1837;42.8616;3;200;0.3;0.7;PMX;SWP;TUR;FCH;NCH;1000;1286;0
1677;30.4044;0;200;0.3;0.7;OX;SWP;TUR;FCH;GEN;1000;1286;0
1709;32.9238;0;200;0.3;0.7;PMX;SWP;TUR;FCH;GEN;1000;1286;0
1669;29.8289;4;200;0.3;0.7;OX;SWP;TUR;ECH;NCH;1000;1286;0
1828;42.1773;4;200;0.3;0.7;PMX;SWP;TUR;ECH;NCH;1000;1286;0
1763;37.1229;0;200;0.3;0.7;OX;SWP;TUR;ECH;GEN;1000;1286;0
1931;50.2177;0;200;0.3;0.7;PMX;SWP;TUR;ECH;GEN;1000;1286;0
1433;11.4308;1;200;0.3;0.9;OX;SWP;DUE;FCH;NCH;1000;1286;0
1727;34.339;1;200;0.3;0.9;PMX;SWP;DUE;FCH;NCH;1000;1286;0
1579;22.8149;0;200;0.3;0.9;OX;SWP;DUE;FCH;GEN;1000;1286;0
1771;37.776;0;200;0.3;0.9;PMX;SWP;DUE;FCH;GEN;1000;1286;0
1458;13.3904;3;200;0.3;0.9;OX;SWP;DUE;ECH;NCH;1000;1286;0
1837;42.8616;2;200;0.3;0.9;PMX;SWP;DUE;ECH;NCH;1000;1286;0
1616;25.7232;0;200;0.3;0.9;OX;SWP;DUE;ECH;GEN;1000;1286;0
1729;34.4946;0;200;0.3;0.9;PMX;SWP;DUE;ECH;GEN;1000;1286;0
1727;34.2924;3;200;0.3;0.9;OX;SWP;TUR;FCH;NCH;1000;1286;0
1848;43.7014;3;200;0.3;0.9;PMX;SWP;TUR;FCH;NCH;1000;1286;0
1873;45.6765;0;200;0.3;0.9;OX;SWP;TUR;FCH;GEN;1000;1286;0
1661;29.1913;0;200;0.3;0.9;PMX;SWP;TUR;FCH;GEN;1000;1286;0
1622;26.1586;4;200;0.3;0.9;OX;SWP;TUR;ECH;NCH;1000;1286;0
1775;38.0404;4;200;0.3;0.9;PMX;SWP;TUR;ECH;NCH;1000;1286;0
1726;34.2457;0;200;0.3;0.9;OX;SWP;TUR;ECH;GEN;1000;1286;0
1695;31.8663;0;200;0.3;0.9;PMX;SWP;TUR;ECH;GEN;1000;1286;0
