tsp_6_1.txt 100 6 132 { 0 1 2 3 4 5 }
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	124
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	109
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	108
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	119
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	119
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	121
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	123
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	118
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	116
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	119
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	115
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	117
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	114
0 , 1 , 2 , 3 , 4 , 5 , 0 ,  ; 132;	113
tsp_6_2.txt 100 6 80 { 0 5 1 2 3 4 }
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	141
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	129
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	128
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	143
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	120
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	117
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	119
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	117
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	117
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	119
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	117
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	123
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	117
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	119
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	117
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	117
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	118
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	135
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	128
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	128
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	128
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	130
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	131
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	131
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	126
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	127
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	124
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	129
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	128
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	132
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
0 , 5 , 1 , 2 , 3 , 4 , 0 ,  ; 80;	125
tsp_10.txt 50 10 212 { 0 3 4 2 8 7 6 9 1 5 }
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20816
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20563
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20699
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20545
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20972
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21492
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21066
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21202
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20890
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21174
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20892
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21061
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21132
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20684
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21326
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20778
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21145
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20867
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21093
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21577
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21108
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21006
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20805
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21228
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20918
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21059
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20966
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	71808
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21851
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20832
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20610
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20881
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21111
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21320
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21299
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20362
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20775
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20825
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20990
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20785
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20773
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20752
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20696
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20491
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20611
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20740
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20981
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	20987
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21182
0 , 3 , 4 , 2 , 8 , 7 , 6 , 9 , 1 , 5 , 0 ,  ; 212;	21412
tsp_12.txt 10 12 264 { 0 1 8 4 6 2 11 9 7 5 3 10 }
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	751404
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	749308
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	748302
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	747355
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	759178
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	744416
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	746403
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	745888
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	748838
0 , 1 , 8 , 4 , 6 , 2 , 11 , 9 , 7 , 5 , 3 , 10 , 0 ,  ; 264;	746839
tsp_13.txt 1 13 269 { 0 10 3 5 7 9 11 2 6 4 8 1 12 }
0 , 10 , 3 , 5 , 7 , 9 , 11 , 2 , 6 , 4 , 8 , 1 , 12 , 0 ,  ; 269;	4237222
