pr2392.tsp.txt 2 2392 200 0.3 0.9 OX INV DUE FCH NCH 150 0 378032 No optimal path
totalCost;error;time;PopulationNumber;pm;pk;cross;mutate;select;success;stop;stopCounter;optimalPathSize;maxErrorRatio
9497209;2412.28;301;100;0.5;0.9;OX;SWP;DUE;FCH;NCH;150;378032;0
9812195;2495.6;301;100;0.5;0.8;OX;SWP;DUE;FCH;NCH;150;378032;0
9894175;2517.29;301;100;0.4;0.9;OX;SWP;DUE;FCH;NCH;150;378032;0
9557365;2428.19;301;100;0.4;0.8;OX;SWP;DUE;FCH;NCH;150;378032;0
