tsp_6_2.txt 10 6 80  { 0 5 1 2 3 4 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
80;	0;	50;10;0.9;10
92;	15;	34;10;0.9;10
92;	15;	38;10;0.9;10
92;	15;	35;10;0.9;10
92;	15;	45;10;0.9;10
80;	0;	34;10;0.9;10
80;	0;	34;10;0.9;10
85;	6.25;	30;10;0.9;10
80;	0;	34;10;0.9;10
80;	0;	74;10;0.9;10
80;	0;	297;10;0.9;100
80;	0;	274;10;0.9;100
80;	0;	263;10;0.9;100
80;	0;	415;10;0.9;100
80;	0;	226;10;0.9;100
80;	0;	220;10;0.9;100
80;	0;	239;10;0.9;100
80;	0;	237;10;0.9;100
80;	0;	222;10;0.9;100
80;	0;	225;10;0.9;100
80;	0;	2239;10;0.9;1000
80;	0;	2661;10;0.9;1000
80;	0;	2563;10;0.9;1000
80;	0;	2464;10;0.9;1000
80;	0;	2475;10;0.9;1000
80;	0;	2473;10;0.9;1000
80;	0;	2437;10;0.9;1000
80;	0;	2428;10;0.9;1000
80;	0;	2424;10;0.9;1000
80;	0;	2397;10;0.9;1000
80;	0;	22603;10;0.9;10000
80;	0;	21910;10;0.9;10000
80;	0;	21914;10;0.9;10000
80;	0;	22073;10;0.9;10000
80;	0;	21661;10;0.9;10000
80;	0;	22180;10;0.9;10000
80;	0;	22296;10;0.9;10000
80;	0;	22291;10;0.9;10000
80;	0;	22565;10;0.9;10000
80;	0;	22546;10;0.9;10000
80;	0;	78;10;0.99;10
80;	0;	78;10;0.99;10
80;	0;	84;10;0.99;10
80;	0;	78;10;0.99;10
85;	6.25;	78;10;0.99;10
80;	0;	79;10;0.99;10
80;	0;	79;10;0.99;10
80;	0;	79;10;0.99;10
80;	0;	79;10;0.99;10
80;	0;	80;10;0.99;10
80;	0;	694;10;0.99;100
80;	0;	693;10;0.99;100
80;	0;	694;10;0.99;100
80;	0;	690;10;0.99;100
80;	0;	695;10;0.99;100
80;	0;	694;10;0.99;100
80;	0;	689;10;0.99;100
80;	0;	694;10;0.99;100
80;	0;	687;10;0.99;100
80;	0;	698;10;0.99;100
80;	0;	6832;10;0.99;1000
80;	0;	6847;10;0.99;1000
80;	0;	6818;10;0.99;1000
80;	0;	6825;10;0.99;1000
80;	0;	6776;10;0.99;1000
80;	0;	6776;10;0.99;1000
80;	0;	6808;10;0.99;1000
80;	0;	6793;10;0.99;1000
80;	0;	6752;10;0.99;1000
80;	0;	6787;10;0.99;1000
80;	0;	67730;10;0.99;10000
80;	0;	67636;10;0.99;10000
80;	0;	67366;10;0.99;10000
