tsp_6_2.txt 10 6 80  { 0 5 1 2 3 4 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
341;26.8773;46694;10000;0.999;1000
310;15.3903;475435;10000;0.999;10000
382;42.119;1615;10000;0.9999;10
341;26.8773;14761;10000;0.9999;100
329;22.6394;148828;10000;0.9999;1000
308;14.6468;1511263;10000;0.9999;10000
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Boltzman
486;80.7435;17;10;0;10
429;59.4796;142;10;0;100
380;41.5613;1399;10;0;1000
353;31.3011;14050;10;0;10000
466;73.3829;25;100;0;10
412;53.2342;214;100;0;100
378;40.632;2078;100;0;1000
349;29.777;20959;100;0;10000
457;70.1115;34;1000;0;10
414;54.052;289;1000;0;100
370;37.6952;2852;1000;0;1000
337;25.2788;28695;1000;0;10000
454;69.0335;42;10000;0;10
407;51.3383;375;10000;0;100
375;39.6654;3632;10000;0;1000
341;26.8401;35765;10000;0;10000
tsp_14.txt 10 14 282  { 0 10 3 5 7 9 13 11 2 6 4 8 1 12 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
503;78.5106;32;10;0.9;10
451;60.0355;271;10;0.9;100
406;44.078;2630;10;0.9;1000
373;32.5532;25315;10;0.9;10000
468;66.1348;88;10;0.99;10
436;54.6099;776;10;0.99;100
404;43.4043;7618;10;0.99;1000
367;30.1418;75374;10;0.99;10000
430;52.4823;275;10;0.999;10
414;47.0213;2456;10;0.999;100
382;35.5319;24456;10;0.999;1000
354;25.7447;239987;10;0.999;10000
424;50.6738;849;10;0.9999;10
391;38.6879;7654;10;0.9999;100
370;31.3121;75868;10;0.9999;1000
341;21.0993;758468;10;0.9999;10000
491;74.3617;39;100;0.9;10
447;58.7943;330;100;0.9;100
407;44.5035;3249;100;0.9;1000
377;33.7589;32318;100;0.9;10000
453;60.922;122;100;0.99;10
431;52.9787;1093;100;0.99;100
394;39.9291;10858;100;0.99;1000
361;28.2979;108865;100;0.99;10000
445;58.0496;363;100;0.999;10
404;43.5816;3294;100;0.999;100
376;33.6525;33542;100;0.999;1000
352;24.9291;339231;100;0.999;10000
415;47.2695;1205;100;0.9999;10
399;41.7021;10906;100;0.9999;100
364;29.1135;107274;100;0.9999;1000
342;21.2766;1073152;100;0.9999;10000
477;69.3972;46;1000;0.9;10
447;58.7234;399;1000;0.9;100
404;43.4043;3972;1000;0.9;1000
371;31.773;39973;1000;0.9;10000
460;63.1915;155;1000;0.99;10
407;44.6099;1373;1000;0.99;100
399;41.6667;13508;1000;0.99;1000
358;27.0922;132689;1000;0.99;10000
423;50.1064;475;1000;0.999;10
402;42.8369;4289;1000;0.999;100
372;32.0213;41725;1000;0.999;1000
350;24.2553;417768;1000;0.999;10000
420;49.1135;1506;1000;0.9999;10
393;39.5745;13570;1000;0.9999;100
361;28.0142;134414;1000;0.9999;1000
337;19.6454;1332690;1000;0.9999;10000
482;71.0284;54;10000;0.9;10
446;58.1915;471;10000;0.9;100
396;40.6738;4598;10000;0.9;1000
376;33.4752;45225;10000;0.9;10000
459;63.0496;171;10000;0.99;10
416;47.8369;1517;10000;0.99;100
381;35.1418;14814;10000;0.99;1000
354;25.5319;151784;10000;0.99;10000
410;45.6028;547;10000;0.999;10
401;42.305;4898;10000;0.999;100
365;29.5745;49164;10000;0.999;1000
347;23.3333;479819;10000;0.999;10000
416;47.8014;1754;10000;0.9999;10
378;34.3617;15775;10000;0.9999;100
361;28.0142;152097;10000;0.9999;1000
334;18.5106;1522532;10000;0.9999;10000
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Boltzman
526;86.773;19;10;0;10
455;61.6312;154;10;0;100
416;47.6596;1490;10;0;1000
381;35.1418;14886;10;0;10000
500;77.4468;27;100;0;10
461;63.7943;229;100;0;100
412;46.3475;2246;100;0;1000
392;39.1844;22310;100;0;10000
501;77.7305;36;1000;0;10
440;56.0993;304;1000;0;100
409;45.3191;3005;1000;0;1000
366;29.8936;29557;1000;0;10000
495;75.7801;44;10000;0;10
446;58.1915;382;10000;0;100
415;47.3759;3720;10000;0;1000
373;32.3404;35569;10000;0;10000
tsp_15.txt 10 15 291  { 0 10 3 5 7 9 13 11 2 6 4 8 14 1 12 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
530;82.268;32;10;0.9;10
477;64.0206;270;10;0.9;100
436;50.1375;2650;10;0.9;1000
406;39.7595;26159;10;0.9;10000
507;74.433;91;10;0.99;10
454;56.1512;800;10;0.99;100
425;46.2543;7940;10;0.99;1000
394;35.5326;78979;10;0.99;10000
469;61.2371;289;10;0.999;10
442;51.9931;2600;10;0.999;100
402;38.1443;24368;10;0.999;1000
385;32.5773;243531;10;0.999;10000
446;53.3333;884;10;0.9999;10
421;44.8797;7886;10;0.9999;100
393;35.1546;77694;10;0.9999;1000
372;28.11;770577;10;0.9999;10000
534;83.7457;40;100;0.9;10
465;59.8625;346;100;0.9;100
439;50.8935;3238;100;0.9;1000
404;39.1065;31717;100;0.9;10000
492;69.244;123;100;0.99;10
462;58.866;1082;100;0.99;100
420;44.4674;10745;100;0.99;1000
385;32.4055;106873;100;0.99;10000
473;62.7491;385;100;0.999;10
443;52.5086;3514;100;0.999;100
403;38.6942;34616;100;0.999;1000
378;30.1375;345521;100;0.999;10000
444;52.646;1242;100;0.9999;10
