pr2392.tsp.txt 2 2392 200 0.3 0.9 OX INV DUE FCH NCH 150 0 378032 No optimal path
totalCost;error;time;PopulationNumber;pm;pk;cross;mutate;select;success;stop;stopCounter;optimalPathSize;maxErrorRatio
10526094;2684.45;301;200;0.3;0.9;OX;SWP;DUE;FCH;NCH;150;378032;0
10565776;2694.94;301;200;0.3;0.9;OX;INV;DUE;FCH;NCH;150;378032;0
